,Question,Type,category_id
0,How do you know the girl you like doesn't like you?,summary,0
0,Is it possible that Donald Trump has a mental problem?,yesno,2
0,Is Donald Trump mentally ill?,yesno,2
0,What workout clothes did guys wear in the year 1990?,factoid,3
0,What workout clothes did guys wear in the summer back in the year 1990?,factoid,3
0,What side business can make you $500-$1000/week?,yesno,2
0,What side business can make you $1000-$2000 a week?,yesno,2
0,How can I overcome my fear of diseases?,summary,0
0,What should I do to overcome this fear?,summary,0
0,Why is the Zabbix server not running? How can I fix it?,summary,0
0,Why is my proxy server is refusing connections? How do I fix this?,summary,0
0,What are the requirements of modulation?,summary,0
0,What is the requirement of modulation?,summary,0
0,What is the relationship between E(1/x) and 1/E(x)?,summary,0
0,What is the relationship between e and π?,summary,0
0,What is knowledge management?,summary,0
0,What is professional knowledge management?,summary,0
0,"What is the architecture, context, and identity of Chaura Rasta, Jaipur?",summary,0
0,What is pan-Chinese identity?,summary,0
0,How do I become mentally stronger?,summary,0
0,How do I be mentally strong?,summary,0
0,What books should I study and practice to crack NEET 2017?,yesno,2
0,What are the books that I need to study to crack NEET 2017?,yesno,2
0,What are the best resources for learning Ecuadorian Sign Language?,summary,0
0,What are the best resources for learning Uruguayan Sign Language?,summary,0
0,How do I raise a fund for a startup IT company?,summary,0
0,What are the best ways to raise funds for a startup?,summary,0
0,What happens if you run from the police in a car and get away?,summary,0
0,How can I stay on the run from police?,summary,0
0,How do I influence my crush?,summary,0
0,How do I begin to talk to my crush?,summary,0
0,"Candidate status in Accenture Portal is showing ""Status Not Available"" what does it means?",factoid,3
0,What does Candidate Currently Unavailable status mean in accenture portal?,factoid,3
0,Are race relations better or worse under President Obama?,yesno,2
0,Have race relations improved or gotten worse during the past 8 years?,yesno,2
0,What are some examples of marine biotic factors?,summary,0
0,What are examples of biotic and abiotic components?,summary,0
0,What makes a happy teenager?,summary,0
0,What makes you happy?,summary,0
0,How do I to meditate?,summary,0
0,How can i meditate?,summary,0
0,What is your view/opinion about Brexit?,summary,0
0,What is your opinion on brexit?,summary,0
0,What is the best way to increase traffic for a new blog?,summary,0
0,How can I increase traffic very soon on my blog?,summary,0
0,Can u get pregnant the day after your period ends?,yesno,2
0,Can I get pregnant 3 days after period if I bled for not even a full 3 days?,yesno,2
0,What are some medications similar to antibiotics that you can purchase over the counter and without a prescription?,yesno,2
0,Are there any antibiotics that can be purchased over the counter?,yesno,2
0,Can you please let me know the password of your email-id? I need it for checking some things. INTERVIEW ANSWER TO THIS QUESTION,yesno,2
0,Can you please let me know the password of your email-id? I need it for checking some things.,yesno,2
0,How does packet switched network differs from circuit switched network?,summary,0
0,How does packet switched network differ from circuit switched network?,summary,0
0,How can I meet Modi?,summary,0
0,How can I meet PM modi?,summary,0
0,Can anyone apply to Google?,yesno,2
0,How do I have to apply to work at Google?,yesno,2
0,Can I get into M.tech program through UPSEE?,yesno,2
0,Can I get admission in M.tech program through UPSEE?,yesno,2
0,When did social media for health care start and what was the first site?,factoid,3
0,Can Pharma Develop Mobile Apps Likely to be useful in Engaging Doctors?,factoid,3
0,How do I make money starting a blog?,summary,0
0,How do I make money from blog?,summary,0
0,If we evolved from apes then why are there still apes around today?,yesno,2
0,If we have evolved from ages then why are apes around us?,yesno,2
0,How do I become an ambassador?,summary,0
0,How would one become an ambassador?,summary,0
0,Why doesn't the elite decide peacefully about power sharing for 10 years each and stop the whole BS of elections and politics?,yesno,2
0,What do Americans think about the two year long political drama that transpires before the POTUS is decided in the Presidential elections?,yesno,2
0,What are the different ways to rank keyword through Facebook?,summary,0
0,What are the different ways to rank a keyword through Facebook?,summary,0
0,What makes me smarter than other people?,summary,0
0,What makes people smarter than the others?,summary,0
0,What is bio organics?,summary,0
0,What is a bio?,summary,0
0,Is it feasible to build a wall between the US and Mexico as Donald Trump claims he would do?,yesno,2
0,Is the US really going to copy the Chinese Great Wall to build a wall between the US and Mexico? And would it become a tourist attraction site?,yesno,2
0,How do I start a random conversation with a girl I don't know?,summary,0
0,How do I start a conversation with a girl I don't know?,summary,0
0,What is the difference between faith and belief?,summary,0
0,What is difference between faith and belief?,summary,0
0,What are the best books for cat section wise?,summary,0
0,What are the section-wise best books to prepare for CAT?,summary,0
0,Can you die from a lack of sleep?,yesno,2
0,Can someone die from lack of sleep?,yesno,2
0,What is the significance of pi (3.14159265359)?,summary,0
0,What is the significance of the numbers in Pi?,summary,0
0,Are there any problems with the Samsung Galaxy S7?,yesno,2
0,Was Samsung Galaxy S7 a hit?,yesno,2
0,What is the best Mature Linux distro for beginners to advanced users?,factoid,3
0,What's the best Linux operating System distro for beginners?,factoid,3
0,"How do I stop overanalyzing everything, including my feelings?",summary,0
0,How can I stop overthinking or overanalyzing on things?,summary,0
0,What are electron configurations?,summary,0
0,What is the electron configuration of oxygen?,summary,0
0,Where can I get free ebooks?,yesno,2
0,Where can I get free ebooks for my website?,yesno,2
0,What existed before space and time?,factoid,3
0,What existed before the beginning of the time?,factoid,3
0,Is there any commerce-field related internship in ONGC?,yesno,2
0,Are there any opportunities like internship in chemical engineering field for first year student in India?,yesno,2
0,Is it bad to rev your engine in park?,yesno,2
0,Is it bad to rev your engine while you are in park?,yesno,2
0,Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?,yesno,2
0,Can you get pregnant 8 days before your period?,yesno,2
0,"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Canada's?",summary,0
0,"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Brazil's?",summary,0
0,Why are there so many Anti-Semitic questions on Quora?,yesno,2
0,Why are there so many anti-Israel/Jewish questions on Quora?,yesno,2
0,What is mass of the sun?,factoid,3
0,What is the mass of our sun?,factoid,3
0,"How do you start your own FM radio station, and how much would it cost?",summary,0
0,What are all the equipments that I would need to start a radio station of my own?,summary,0
0,How can I meet to Cristiano Ronaldo?,summary,0
0,How did Cristiano Ronaldo learn to run so fast?,summary,0
0,"Every country send their own satellites, who monitors their orbitals are not overlapping?",yesno,2
0,Graduate degree in CS from New Mexico Highlands University. Worth it?,yesno,2
0,Which is the best book for studying engineering mechanics (dynamics)?,factoid,3
0,Which book is the best for study of Engineering Economics?,factoid,3
0,Why are Unreal Engine 4 and Unity 5 now free?,yesno,2
0,Unity (Game Engine): When will Unity3D 4.3 release?,yesno,2
0,What's the average conversion rate for online retail store traffic?,factoid,3
0,What is the average conversion rate of e-commerce sites?,factoid,3
0,Which is best gadget?,factoid,3
0,Which is your best gadget?,factoid,3
0,Who will be the future captain of the Indian Cricket Team after MSD?,yesno,2
0,Do you think MS Dhoni is the best captain?,yesno,2
0,Why did Apple choose nine minutes as the default time delay for the snooze button?,summary,0
0,How can I change the snooze time on the iPhone 4?,summary,0
0,What is the sense of life?,factoid,3
0,What do you think is the ultimate meaning of life?,factoid,3
0,Where does dreams come from?,factoid,3
0,Where do dreams come from?,factoid,3
0,What are the things that make Indians happy and proud?,summary,0
0,What are the few things that make Indians happy?,summary,0
0,What is the starting salary of a sound engineer in india?,summary,0
0,What is the basic starting salary of an engineer in Telecom Domain in India?,summary,0
0,Why should people be kind?,summary,0
0,Why should we be more kind?,summary,0
0,How do small company grow into a big company?,summary,0
0,How can a small company grow big?,summary,0
0,How can I become a billionaire in mindset?,summary,0
0,How can I become a billionaire (in finance)?,summary,0
0,"Which is the best DTH service provider in India? Tata Sky, DishTv or Airtel?",factoid,3
0,Airtel Dish TV or Tata Sky - which one should I choose?,factoid,3
0,What is the best way to reduce belly and arm fat?,yesno,2
0,How can I reduce my Belly and tummy fat?,yesno,2
0,How to create 3d animations?,summary,0
0,What are the most effective 3D animation softwares to use?,summary,0
0,How do I know if I was abused?,summary,0
0,How can I know if I have been emotionally abused?,summary,0
0,What is the best programming language I should start learning?,summary,0
0,What are good programming language to start with before I advance?,summary,0
0,Is it wrong to date a 25 years old guy while I'm 21?,yesno,2
0,How creepy is it for a 25 year old guy to date a 18-20 year old girl?,yesno,2
0,What is it like to live in the San Francisco Tenderloin?,summary,0
0,What is it like to live in San Francisco?,summary,0
0,"What are the best aspects of living in Huánuco, Peru as a young adult?",summary,0
0,"What are the best aspects of living in Arequipa, Peru as a young adult?",summary,0
0,What classes should I take if I want to become a data scientist?,yesno,2
0,What classes should I take at Princeton if I want to become a data scientist?,yesno,2
0,How do I view protected tweets without following the person on Twitter?,summary,0
0,How do I block a certain followers in Twitter to see my tweets?,summary,0
0,What are the basic components in a salary statement? How do I calculate income tax on it?,summary,0
0,How do I calculate tax on variable component of CTC when its disbursed in next AY?,summary,0
0,How can I learn to play the piano/synthesizer?,yesno,2
0,Is there a way I could learn to play the piano?,yesno,2
0,Was Nandani the real wife of Chandragupta Maurya?,yesno,2
0,Is Justin the son of Chandragupta Maurya?,yesno,2
0,Is Donald Trump the 666 Antichrist?,yesno,2
0,Could Donald Trump be the Antichrist?,yesno,2
0,"How can I own a business inside USA while being a non-US citizen(residing outside US), how can I pay my taxes?",summary,0
0,What is the best gamepad (controller) to use on Apple Mac laptops?,summary,0
0,What are some symptoms of eccentric and concentric contractions?,summary,0
0,How do concentric and eccentric contraction compare and contrast?,summary,0
0,Is Swami Vivekananda Chicago speech overjoyed?,yesno,2
0,"Is Swami Vivekananda's speech at parliament of world's religions, Chicago overrated?",yesno,2
0,"How do you get cash without earning it, legally?",summary,0
0,How do you get money without earning it?,summary,0
0,Can you pay for an Amazon gift card with Paypal?,yesno,2
0,Can you use a PayPal business account to pay for online services such as Amazon?,yesno,2
0,What is the molecular orbital?,factoid,3
0,What is molecular orbital?,factoid,3
0,How do I stop caring about what people think about me?,summary,0
0,How do I stop caring so much about what other people think of me?,summary,0
0,Which are the best universities in the USA for doing a MS in Computer Science?,list,1
0,Which are the best and cheapest universities in the USA for doing an MS in computer science?,list,1
0,Why do people drive slow in the fast lane?,yesno,2
0,Why do people on Bay Area highways drive so slowly in the left lane?,yesno,2
0,Why has college become so expensive?,yesno,2
0,Why have pine nuts become so expensive recently?,yesno,2
0,Reservation should be abolished?,yesno,2
0,Should reservation be removed from India?,yesno,2
0,What are the merits and demerits of GST implementation in INDIA?,summary,0
0,What is the merits and Demerits of GST in India?,summary,0
0,What exactly are in-phase and out-of-phase in terms of waves?,summary,0
0,What is phase in waves?,summary,0
0,What is the power of a dream?,summary,0
0,What is the power of dreams?,summary,0
0,How does it feel to know you're going to die in few months?,summary,0
0,How does it feel when you know you're going to die in few days?,summary,0
0,Which is best smartphone under rs4000?,factoid,3
0,Which is the best smartphone to buy now?,factoid,3
0,What are ways of joining to ISRO as engineer other than fresher or graduate trainee?,summary,0
0,What is a way to get admitted to ISRO?,summary,0
0,Did Trump really rape a 13 year old girl?,yesno,2
0,Did Donald Trump really rape a 13 year old girl?,yesno,2
0,How has Japanese culture become so influential?,summary,0
0,"I got offer of SAR 15500 Per month in KSA, how much I will save with family of 2 member here?",summary,0
0,What are the best book stores in Chennai?,summary,0
0,What stores give cash back on debit cards?,summary,0
0,What should I do to reduce weight?,factoid,3
0,What should you do if you want to lose a lot of weight?,factoid,3
0,How do I find interesting topics in Quora to reply to?,summary,0
0,How do I find interesting topics to follow on Quora?,summary,0
0,"When renting a car, what is the difference between a compact and economy car?",summary,0
0,What's the difference between an economy car and a compact car?,summary,0
0,What is it that makes you proud of being a Brazilian and what doesn’t?,summary,0
0,What makes you proud to be Brazilian?,summary,0
0,What are some facts you know about animals?,summary,0
0,What are some interesting things about animals?,summary,0
0,How do I sleep less but not feel tired?,summary,0
0,How does one sleep Less but not feel tired?,summary,0
0,What are some tips on making it through the job interview process at Boulder Brands?,yesno,2
0,What are some tips on making it through the job interview process at Lifetime Brands?,yesno,2
0,What's the meaning of euthenesia?,factoid,3
0,What is the meaning of meaning?,factoid,3
0,How do I update the firmware of U8 smartwatch?,summary,0
0,What will be the best Smartwatch? What is it now?,summary,0
0,Is it rude to find the email for a hiring manager and contact them directly?,yesno,2
0,"Statistically speaking, is sending a group of resumes directly to hiring managers at different companies an effective strategy?",yesno,2
0,What is the ground reality of Aam Aadmi Party in goa and gujarat?,summary,0
0,What is the ground reality of Aam Aadmi Party in gujarat?,summary,0
0,How likely is it for a white girl to date an Indian guy?,yesno,2
0,What are some good ways for an Indian guy to attract and date a white girl?,yesno,2
0,What's the difference between opium and heroin?,summary,0
0,What does it feel like to eat opium? How does it affect you physically?,summary,0
0,What is Walmart's return policy for lingerie?,summary,0
0,What is Amazon's return policy on silver bar?,summary,0
0,Is CA really tough?,yesno,2
0,Is Ca tough?,yesno,2
0,What are the differences between SQL and dtsearch?,summary,0
0,What's the difference between SQL and MySQL?,summary,0
0,"What does ""contributing to open source projects"" mean?",factoid,3
0,What does contributing to open source actually mean?,factoid,3
0,What is the corporate culture like at Catalyst Pharmaceuticals? How is the culture different than other companies?,summary,0
0,What is the corporate culture like at Infinity Pharmaceuticals? How is the culture different than other companies?,summary,0
0,Where is the zika virus?,summary,0
0,How harmful is zika virus?,summary,0
0,Do I need to get a SSN card If I know my Social Security Number?,yesno,2
0,Do I need to get an SSN card if I know my Social Security number?,yesno,2
0,How exactly does banning Rs 500 and Rs 1000 notes curb the problem of black money?,yesno,2
0,How will the ban on 500 and 1000 rupee note stop black money?,yesno,2
0,What is the difference between ج and ز?,summary,0
0,What is the difference between == and ===?,summary,0
0,How can I prove that (A × B) − (C × D) = (A − C) × B ∪ A × (B − D)?,summary,0
0,How can I prove (A × B) − (C × D) = (A − C) × B ∪ A × (B − D)?,summary,0
0,How can one become a wildlife photographer?,summary,0
0,How do I become a wildlife photographer?,summary,0
0,Are there any testosterone boosters that work?,yesno,2
0,Are there any effective testosterone boosters?,yesno,2
0,What was it like to go from being very poor to becoming very rich over night,yesno,2
0,What is it like to rapidly go from being poor/middle class to incredibly rich?,yesno,2
0,What should I do for the science fair?,summary,0
0,What is ddr3 (ram) and how is it different from a normal ram?,summary,0
0,Where can I found long-lasting fire shutters in Sydney?,factoid,3
0,Where can I found completely fire resistant and intrusion resistant shutters in Sydney?,factoid,3
0,What are the disadvantages of using parallel space on phone battery?,summary,0
0,Do cell phones emit more radiation while low on battery? Why or why not?,summary,0
0,What are some good auto biographies?,summary,0
0,What are some good (auto)biographies of prisoners?,summary,0
0,What are 10 examples of prefixes? How are they used and what are some examples?,summary,0
0,"What are some sentence examples using ""till""?",summary,0
0,What are the worst companies that you have ever worked?,summary,0
0,What is the worst company you have ever worked for?,summary,0
0,How can I improve my coding skills (python)?,summary,0
0,How do I improve my python coding skills?,summary,0
0,Does wikileaks even post their own content?,yesno,2
0,Do adult content companies have their own software engineering team?,yesno,2
0,How can I relieve the symptoms of a sucking chest wound?,list,1
0,What are the symptoms of a sucking chest wound?,list,1
0,Do invisible aliens exist?,yesno,2
0,Is there any proof or evidence of alien / extraterrestrial life existence?,yesno,2
0,What effects do Humans have on the water cycle?,summary,0
0,What are some human effects on the water cycle?,summary,0
0,What is Fibonacci?,summary,0
0,What is the Fibonacci formula?,summary,0
0,Why does it feel good when I have a nosebleed?,summary,0
0,Why do I get nosebleeds twice a week especially when sleeping?,summary,0
0,How do I learn deep learning?,summary,0
0,How do I learn deep learning in 1 month?,summary,0
0,Can I upgrade my phone Microsoft 535 from windows 8.1 to windows 10?,yesno,2
0,Do I possibly have depression?,yesno,2
0,How accurate is Lawless?,summary,0
0,How accurate is a 6mm Remington?,summary,0
0,What are the most interesting questions and answers on Quora?,summary,0
0,What are some of the best questions/answers ever seen on Quora?,summary,0
0,What are fictional characters?,summary,0
0,What makes a great fiction character?,summary,0
0,"What's the meaning of the ""Triune God""?",factoid,3
0,What's the meaning of the Trinity?,factoid,3
0,Tennis: What is it called when you win a game from 40-0?,factoid,3
0,"In tennis, why isn't 30-30 called Deuce? And 40-30 (or 30-40) called Advantage?",factoid,3
0,Why does CIF change when bank account is transferred to another branch?,yesno,2
0,How can I transfer money from an SBI account to another bank account using a debit card?,yesno,2
0,How are the products of Wildhorn brand? Any information regarding the company of the brand?,summary,0
0,What is the easiest way to build a personal brand?,summary,0
0,What are some of people's best memories about this school?,summary,0
0,What is the alumni of Haddonfield Memorial High School like?,summary,0
0,How can I increase my patience level?,summary,0
0,How do I increase my patience level?,summary,0
0,Who is the PM of India?,yesno,2
0,What's it like to work at Roper Industries for your first job?,yesno,2
0,What is difference between immortality and eternity?,summary,0
0,What is the difference between eternal and immortal?,summary,0
0,Is it normal to not cry after hearing your best friend tell you that he’s going to die before graduation?,yesno,2
0,"My boyfriend randomly leaves to go on car rides. Once, we came back from buying burgers, when he dropped me off at our place, and said he'd be right back. He wasn't home until 2 hrs later, saying he just needed time to clear his head. How do I deal with this random need for alone time?",yesno,2
0,What is the best travel health insurance for my parents (Non-US citizens) who are visiting the States?,summary,0
0,What is the best health insurance I can get for a foreign family visiting the US?,summary,0
0,What is the meaning of Tamil word urasanai?,factoid,3
0,"What does the Tamil word ""Kalaabam"" mean?",factoid,3
0,How did microworkers.com get initial traction?,summary,0
0,How did Trippy.com get initial traction?,summary,0
0,Will India win over Pakistan in Kashmir issue?,yesno,2
0,Will India win on Kashmir issue.?,yesno,2
0,How did you meet your significant other?,summary,0
0,How did you meet your current significant other?,summary,0
0,How can I get into Harvard IT school?,summary,0
0,How do I get into Harvard?,summary,0
0,I can see the profile picture updates and the last seen of a person that I blocked. How is this possible?,yesno,2
0,Can I still see my blocked contact last seen status on watsapp?,yesno,2
0,What are the best places to visit on a 3 day trip in and around kerala?,summary,0
0,What are the best places to visit in Kerala?,summary,0
0,"What are the newest or best gadgets, tools, techniques that help one learn quicker, memorize tons of complex books, sleep less, or be more alert?",factoid,3
0,What does non-cooperative game means?,factoid,3
0,What is the best thing about having an elder brother?,summary,0
0,What is it like to have an elder brother?,summary,0
0,How do I solve this question?,summary,0
0,How do you solve question 8?,summary,0
0,What is the best way to decide my career?,summary,0
0,How should I decide on my career?,summary,0
0,Should I apply concealer or foundation first?,factoid,3
0,What should I apply first concealer or foundations,factoid,3
0,What is document cryptography?,summary,0
0,What is cryptography?,summary,0
0,How do I lose 38 pounds in a year?,summary,0
0,How do I lose 45 pounds the easiest way if I have cravings?,summary,0
0,What would happen to British empire and its effect on whole Asia if Indian people had succeeded in their Mutiny 1857 to secure independence?,summary,0
0,What would happen if Indian people had succeeded in their Mutiny 1857 to secure independence? How would be our India today?,summary,0
0,What happened to David dvdasa?,summary,0
0,What is Sagittarius B?,summary,0
0,I don't think I've ever wanted magic more. what does the sentence mean?,factoid,3
0,What does 'couldn't've done' mean?,factoid,3
0,Are call girl services a common thing in Japan?,yesno,2
0,Why is Japan called the Empire of the Sun?,yesno,2
0,How many players enter professional baseball each year?,factoid,3
0,How many players leave professional baseball each year?,factoid,3
0,How many zeros are in 1 million?,factoid,3
0,How many zeros are there in one trillion?,factoid,3
0,How do I know if I am a victim of narcissist abuse?,summary,0
0,How do I know if I'm a narcissist?,summary,0
0,How do I earn money online in Iraq?,summary,0
0,What is the best way to earn money online?,summary,0
0,Where can I find DJ for teenage Birthday party in Sydney?,yesno,2
0,Where can I get affordable DJ for Birthday party in Sydney?,yesno,2
0,Why don't some cameras have viewfinders?,summary,0
0,Why do some cameras need viewfinders?,summary,0
0,What are some of the coolest looking passports from around the world?,summary,0
0,What did Victorian-era passports look like?,summary,0
0,Is scrapping old 500 and 1000 rupees notes and releasing new 500 and 2000 rupees notes a permanent solution for eradication of black money?,yesno,2
0,Replacing 500 and 1000 notes- how will this move reduce black money?,yesno,2
0,How can we convert a desert into an agricultural land?,summary,0
0,How do I convert agricultural land to non-agricultural land?,summary,0
0,What is meant by overfitting?,summary,0
0,What is overfitting?,summary,0
0,How do I gain more weight and at the same time reducing my belly fat?,yesno,2
0,How can I lose my belly fat while at the same time increase the muscle mass in my arms and legs?,yesno,2
0,I get stressed out a lot over little things and it's hard for me to overcome this. Is there anything that I could do to be able to control this?,yesno,2
0,Why is college stressing me out?,yesno,2
0,"I deleted Ubuntu partition in my PC. After rebooting, grub doesnt load and it shows grub rescue<. How can I fix this?",yesno,2
0,How can I uninstall Linux (Ubuntu) from a Windows 7 + Linux dual-boot system?,yesno,2
0,What are the biggest pain points for political candidates?,list,1
0,"What are the biggest ""pain points"" for educators?",list,1
0,Leonardo da Vinci: Is Mona Lisa overrated?,yesno,2
0,Is the Mona Lisa painting by Leonardo Da Vinci overhyped?,yesno,2
0,How many people will answer this question?,factoid,3
0,How many answers will this question receive?,factoid,3
0,"Are there celebrity theorists, inventors or scientists like Einstein, Edison and Newton anymore?",yesno,2
0,Who is Nikola Tesla? Is he greater than Einstein or Edison?,yesno,2
0,What are some good Poptropica Shark Tooth Island guides?,summary,0
0,What is Shark Tooth Island in Poptropica?,summary,0
0,Is 1 to the power infinity =1?,yesno,2
0,Why is [math]1^\infty[/math] an indeterminate form?,yesno,2
0,Harvard College Courses: What is general shopping advice for Turkish classes?,yesno,2
0,Harvard College Courses: What is general shopping advice for Latin classes?,yesno,2
0,What are the pros and cons of Myntra/Flipkart mobile app filters UX-wise?,summary,0
0,What are the pros & cons of Myntra and Jabong in India?,summary,0
0,Are there any supplements out there that actually burn belly fat and lower body fat?,yesno,2
0,What can burn body fat? Are natural supplements helpful for losing weight?,yesno,2
0,Could anyone suggest a final year project in Information Systems and Technology? I am stuck and have to finish this Bachelors.,yesno,2
0,Could anyone suggest me some good cloud security based projects that can be implemented by a final year student?,yesno,2
0,Dial @@ (1-877-778 -8969) @@ Zoho Customer Service support Number USA?,yesno,2
0,My same face in world 7people?,yesno,2
0,What is a way to make money online?,summary,0
0,What are the easiest ways to earn money online?,summary,0
0,How do I keep myself from getting distracted?,summary,0
0,How do I study well without getting distracted?,summary,0
0,Which is the best gaming laptop under 40k?,factoid,3
0,"Which is the best gaming laptop under 40,000 rs?",factoid,3
0,Can we sync audio and video in blender video sequence editor?,yesno,2
0,Why does Kerala having highest number of communists?,yesno,2
0,What is projected market share of Unix/Linux 2016 to 2020?,summary,0
0,What brightness level do you have your iPhone 7 Plus on? Any other things you do to save battery on the phone?,summary,0
0,Why do people say Dhanush (South Indian actor) is ugly? I don't think so.?,yesno,2
0,Why do people say Dhanush (South Indian actor) is ugly? I don't think so?,yesno,2
0,What do contemporary philosophers think about Jiddu Krishnamurti and his ideas?,summary,0
0,What do you think of J Krishnamurti?,summary,0
0,What is the importance of cultural heritage for architects.?,summary,0
0,What is the importance of culture heritage for architects?,summary,0
0,What the best way(s) to fight boredom?,summary,0
0,What are the best ways to overcome boredom?,summary,0
0,How do I get over a broken love relationship?,summary,0
0,How does a person get over a broken heart?,summary,0
0,Is it bad for health to eat eggs every day?,yesno,2
0,Is it bad to eat eggs everyday for breakfast,yesno,2
0,"Does Reliance’s Jio 4G network work in Andaman and Nicobar islands, especially in its capital Port Blair?",yesno,2
0,Automobile history first car?,yesno,2
0,What are some things new employees should know going into their first day at Farmington Bank?,yesno,2
0,What are some things new employees should know going into their first day at Commerce Bank?,yesno,2
0,How do I handle the fear of change?,summary,0
0,How do I handle fear of change?,summary,0
0,How can I speak English like natives?,summary,0
0,How can improve my English speaking?,summary,0
0,"I've been learning piano since I was 12 years old. I'm 18 now and I still suck at piano. I did stop piano for 1-2 years in between, but I still suck at playing it. I have my grade 4 certificate. How am I supposed to play like a pro pianist?",yesno,2
0,"I've played piano for 11 years and violin for 5 years. If I spend 1 hour a day learning cello, how much can I learn in 2 months?",yesno,2
0,"If Japan outlawed inflation, would that get it out of debt?",yesno,2
0,"If Japan printed a quadrillion yen bill and outlawed inflation, would that get it out of debt?",yesno,2
0,What are contact details of Michael Stevens of Vsauce?,summary,0
0,From where and how does Michael Stevens of the Youtube Vsauce channel collect so much data to compile into videos?,summary,0
0,How did you make money fast?,summary,0
0,How can earn money quickly?,summary,0
0,When will we run out of resources?,yesno,2
0,Can we run out of resources?,yesno,2
0,Can I grow shorter?,yesno,2
0,Can I get shorter?,yesno,2
0,Why doesn’t anybody answer my questions on Quora?,yesno,2
0,Why nobody answer my questions in Quora?,yesno,2
0,If the phone logo on FB messenger is grey is that means that my friend is on a call? And when it turn back blue it means that he's done with the call?,yesno,2
0,What does the grey phone icon on messenger mean?,yesno,2
0,"What is the true meaning of ""hear no evil, see no evil, speak no evil""?",factoid,3
0,What does evil incarnate mean?,factoid,3
0,"Sensitive, thoughtful, sexual, Indian guy. Should I stay in this sexless marriage? Lots of detail in answer 1",yesno,2
0,Should I stay in a lovless marriage?,yesno,2
0,Do women like it when men stare at their bra straps?,yesno,2
0,Why do women flaunt bra straps?,yesno,2
0,"If a women loses attraction for her husband and loses interest in sex, is it permanent, or can the marriage still be saved?",yesno,2
0,My husband keeps telling me to lose weight. I was fat before marriage too. If he doesn't like me as I am why did he marry me? Should I lose weight?,yesno,2
0,How do you wear a promise ring?,summary,0
0,What are promise rings? How do you wear them?,summary,0
0,Which is the best country to do mbbs?,factoid,3
0,Which is the best and cheapest country to do mbbs?,factoid,3
0,Should Indonesia get a permanent seat on UN Security Council in the future ?,yesno,2
0,Will India become a permanent member of the UN Security Council?,yesno,2
0,Which laptop should I buy under 60k?,factoid,3
0,Which laptop should I buy under 60000?,factoid,3
0,How is the word 'furtive' used in a sentence?,summary,0
0,How is the word 'prestidigitation' used in a sentence?,summary,0
0,How can I get cosmic energy purely?,summary,0
0,What is cosmic energy?,summary,0
0,What are some examples of 'Presence of Mind'?,summary,0
0,What are some of the examples of presence of mind?,summary,0
0,Should I stop trying?,yesno,2
0,When should one stop trying?,yesno,2
0,How can I transfer money from an SBI ATM (SBI account) to another bank account?,yesno,2
0,Is it possible to transfer funds from one account (say SBI) to another (say HDFC) through ATMs?,yesno,2
0,I am an introvert and I look very young although I have 10 years of work experience. Are there any tips to look and act more senior?,yesno,2
0,I'm a petite 32-year-old woman who looks very young despite 10 years of work experience. It's a disadvantage in my profession. What are some ways to look/act older and more authoritative?,yesno,2
0,If there will be a war between India and Pakistan who will win?,yesno,2
0,Who would win an all out war between Pakistan and India if no other country got involved?,yesno,2
0,What are some best examples of Presence of mind?,summary,0
0,What are some of the examples of presence of mind?,summary,0
0,Is the Newton’s third law valid in non-inertial frame? Justify.,yesno,2
0,Is Newton's Third Law applicable in non-inertial frames?,yesno,2
0,What is the package for management trainee in DAMCO?,summary,0
0,How is it to work as a Management trainee in BlueStar?,summary,0
0,What is the difference between a nerd and an intelligent person?,summary,0
0,What is the difference between Curiosity and Intelligence?,summary,0
0,How can learn English?,summary,0
0,How can I learn English well？?,summary,0
0,How do I build a self confidence?,summary,0
0,How do you raise self confidence?,summary,0
0,"What hotel in Saharanpur would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?",yesno,2
0,"What hotel in Chandigarh would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?",yesno,2
0,Do People flirt using Quora?,yesno,2
0,Do people flirt with other people on Quora?,yesno,2
0,Is it good to use Dettol liquid in bathing water?,yesno,2
0,Is dettol bar soap good for daily use?,yesno,2
0,Is it healthy to sleep by covering your head fully by a blanket?,yesno,2
0,Is it harmful to sleep head facing north?,yesno,2
0,How are violin strings made?,summary,0
0,What are violin strings made of?,summary,0
0,Is water actually blue?,yesno,2
0,Why is water blue?,yesno,2
0,What will happen when we run out natural resources?,summary,0
0,How long can humans keep wasting natural resources before they all run out?,summary,0
0,How do Uber and Lyft compare in 2016?,summary,0
0,How did Uber and Lyft become comparable?,summary,0
0,How do I set up business with paytm?,summary,0
0,How should we set up this business?,summary,0
0,Why do people still think the the world is flat?,yesno,2
0,Why do some people today still believe that the Earth is flat? What evidence has convinced them that this is so?,yesno,2
0,Do vegetarians feed their dogs with meat?,yesno,2
0,Do vegetarians or people that don't eat meat for moral reasons feed their dogs meat?,yesno,2
0,What are some examples of a conjecture?,summary,0
0,What is a conjecture? What are some examples?,summary,0
0,What is the difference between CDMA and GSM?,summary,0
0,What are the technical differences between CDMA and GSM?,summary,0
